Date,Time,Latitude,Longitude,Altitude,PM2.5,PM10,Temperature,Pressure,Humidity,Wind Speed
2025-03-09,20:33:23,28.6139,77.209,506.9,39.4,57.9,20.12,987.02,84.57,7.85
2025-03-09,20:34:24,28.6139,77.209,518.9,28.4,42.6,39.67,979.07,78.44,1.11
2025-03-09,20:35:25,28.6139,77.209,505,13.7,21.8,27.23,980.88,79.76,9.17
2025-03-09,20:36:25,28.6139,77.209,544.5,17.6,19.6,23.67,976.95,62.96,13.55
2025-03-09,20:37:26,28.6139,77.209,514.4,18,32.7,31.52,1007.94,73.28,9.42
2025-03-09,20:38:26,28.6139,77.209,536.9,19.8,33.5,27.06,980.32,76.22,8.01
2025-03-09,20:39:27,28.6139,77.209,517,46.5,64.7,36.19,966.39,30.06,10.9
2025-03-09,20:40:28,28.6139,77.209,531.9,40.2,42.3,30.29,970.83,54.87,14.01
2025-03-09,20:41:29,28.6139,77.209,505.4,23.3,28.4,37.04,951.35,59.27,12.27
2025-03-09,20:42:29,28.6139,77.209,534.5,33.1,42.1,34.43,971.11,31.73,1.17
2025-03-09,20:43:30,28.6139,77.209,539.2,41.6,45.4,29.21,952.88,51.96,8.26
2025-03-09,20:44:31,28.6139,77.209,537.6,26.9,44.6,28.53,961.98,57.05,13.93
2025-03-09,20:45:31,28.6139,77.209,543,41,47.1,37.55,977.25,67.02,1.03
